Source,Target,Weight,Type
AL-vulg_Vulgata.2Cor,AL-theo_Augustinus.De_gratia_et_libero_arbitrio,2,undirected
AL-vulg_Vulgata.2Cor,AL-vulg_Vulgata.1Cor,42,undirected
AL-vulg_Vulgata.2Cor,AL-vulg_Vulgata.Rom,55,undirected
AL-vulg_Vulgata.2Cor,ML-theo_Alii.LanfrancCantEpPaul,9,undirected
AL-vulg_Vulgata.2Mcc,AL-hist_Gregory of Tours.historiae,7,undirected
AL-vulg_Vulgata.2Mcc,AL-vulg_Vulgata.Act,6,undirected
AL-vulg_Vulgata.2Mcc,ML-hist_Alii.AlimQuilichinusHistorAlexMagn,2,undirected
AL-vulg_Vulgata.2Mcc,ML-hist_Alii.presb-docl-regnum-sl,1,undirected
AL-vulg_Vulgata.2Mcc,ML-hist_Alii.THEGANI VITA HLVDOWICI IMPERATORIS,6,undirected
AL-vulg_Vulgata.2Mcc,ML-hist_Alii.thomas-hist-salon,8,undirected
AL-vulg_Vulgata.2Mcc,ML-hist_Alii.WIDUKINDI RES GESTAE SAXONICAE,12,undirected
AL-vulg_Vulgata.2Mcc,ML-hist_Helmoldus Bosoviensis.chronSlav,22,undirected
AL-vulg_Vulgata.2Mcc,ML-hist_Zamorensis.leg,2,undirected
AL-vulg_Vulgata.2Mcc,NL-hist_Alii.marul-mar-vir-ill,5,undirected
AL-vulg_Vulgata.2Par,AL-vulg_Vulgata.1Mcc,14,undirected
AL-vulg_Vulgata.2Par,AL-vulg_Vulgata.1Par,38,undirected
AL-vulg_Vulgata.2Par,AL-vulg_Vulgata.3Rg,43,undirected
AL-vulg_Vulgata.2Par,AL-vulg_Vulgata.4Rg,41,undirected
AL-vulg_Vulgata.2Par,AL-vulg_Vulgata.Dt,8,undirected
AL-vulg_Vulgata.2Par,AL-vulg_Vulgata.Esr,14,undirected
AL-vulg_Vulgata.2Par,AL-vulg_Vulgata.Ex,11,undirected
AL-vulg_Vulgata.2Par,AL-vulg_Vulgata.Jdc,5,undirected
AL-vulg_Vulgata.2Par,AL-vulg_Vulgata.Neh,2,undirected
AL-vulg_Vulgata.2Par,NL-hist_Miechow.tractatus,2,undirected
AL-vulg_Vulgata.2Rg,AL-hist_Egeria.per,3,undirected
AL-vulg_Vulgata.2Rg,AL-vulg_Vulgata.1Rg,61,undirected
AL-vulg_Vulgata.2Rg,AL-vulg_Vulgata.3Rg,46,undirected
AL-vulg_Vulgata.2Rg,AL-vulg_Vulgata.4Rg,24,undirected
AL-vulg_Vulgata.2Rg,AL-vulg_Vulgata.Act,1,undirected
AL-vulg_Vulgata.2Rg,AL-vulg_Vulgata.Dn,14,undirected
AL-vulg_Vulgata.2Rg,AL-vulg_Vulgata.Gn,10,undirected
AL-vulg_Vulgata.2Rg,AL-vulg_Vulgata.Jdc,6,undirected
AL-vulg_Vulgata.2Rg,AL-vulg_Vulgata.Job,2,undirected
AL-vulg_Vulgata.2Rg,AL-vulg_Vulgata.Mc,1,undirected
AL-vulg_Vulgata.2Rg,AL-vulg_Vulgata.Nm,3,undirected
AL-vulg_Vulgata.2Rg,ML-hist_Alii.HISTORIA BRITTONUM,3,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.1Par,2,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.1Rg,28,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.2Par,43,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.2Rg,46,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.4Rg,57,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.Dn,30,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.Dt,6,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.Ex,1,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.Gn,25,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.Jdt,1,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.Jos,1,undirected
AL-vulg_Vulgata.3Rg,AL-vulg_Vulgata.Neh,1,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.1Rg,12,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.2Par,41,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.2Rg,24,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.3Rg,57,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.Bar,2,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.Dt,1,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.Ex,2,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.Gn,2,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.Jdc,1,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.Jdt,4,undirected
AL-vulg_Vulgata.4Rg,AL-vulg_Vulgata.Jos,5,undirected
